,hsc_p,degree_p,etest_p,mba_p,salary,salary.1,gender_F,gender_M,hsc_s_Arts,hsc_s_Commerce,hsc_s_Science,degree_t_Comm&Mgmt,degree_t_Others,degree_t_Sci&Tech,specialisation_Mkt&Fin,specialisation_Mkt&HR
0,0.8570514188180072,0.0571428571428571,0.1041666666666666,58.8,0.0945945945945945,0.0945945945945945,False,True,False,True,False,False,False,True,False,True
1,0.5867292511201193,0.6137142857142859,0.7604166666666665,66.28,0.0,0.0,False,True,False,False,True,False,False,True,True,False
2,0.4090226245137383,0.2285714285714286,0.5208333333333333,57.8,0.0675675675675675,0.0675675675675675,False,True,True,False,False,True,False,False,True,False
3,0.4858118199274587,0.4942857142857143,0.975,55.5,0.304054054054054,0.304054054054054,False,True,False,True,False,True,False,False,True,False
4,0.280989972263708,0.2857142857142857,0.3541666666666666,62.14,0.0702702702702702,0.0702702702702702,False,True,False,False,True,False,False,True,True,False
5,0.6010241092383186,0.4571428571428572,0.8612500000000001,61.29,0.0418918918918918,0.0418918918918918,False,True,False,True,False,True,False,False,True,False
6,0.4090226245137383,0.1142857142857143,0.2499999999999999,60.85,0.081081081081081,0.081081081081081,False,True,False,True,False,True,False,False,False,True
7,0.3748666524429273,0.6371428571428571,0.2083333333333333,63.7,0.0675675675675675,0.0675675675675675,False,True,False,True,False,True,False,False,True,False
8,0.7717089822914442,0.0857142857142857,0.3749999999999999,68.63,0.0243243243243242,0.0243243243243242,True,False,False,True,False,True,False,False,True,False
9,0.5156816727117558,0.3714285714285715,0.4583333333333333,64.66,0.0,0.0,True,False,False,True,False,True,False,False,True,False
10,0.3279283123533176,0.2742857142857141,0.2083333333333333,62.54,0.1351351351351351,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
11,0.3449967996586301,0.3637706511175899,0.0099999999999999,77.89,0.0486486486486485,0.0486486486486485,False,True,True,False,False,True,False,False,True,False
12,0.3023255813953487,0.2857142857142857,0.0,56.7,0.0878378378378378,0.0878378378378378,False,True,False,True,False,True,False,False,False,True
13,0.5370172818433965,0.8285714285714286,0.9375,69.06,0.2608108108108108,0.2608108108108108,True,False,False,True,False,True,False,False,True,False
14,0.2127160230424577,0.4637142857142859,0.1152083333333333,68.81,0.2162162162162161,0.2162162162162161,True,False,False,False,True,False,False,True,False,True
15,0.1956475357371452,0.2497142857142856,0.875,63.62,0.1351351351351351,0.1351351351351351,True,False,False,False,True,False,False,True,True,False
16,1.0,0.6531428571428572,0.9875,74.01,0.2162162162162161,0.2162162162162161,False,True,False,False,True,False,False,True,True,False
17,0.6010241092383186,0.2857142857142857,0.9166666666666664,57.55,0.054054054054054,0.054054054054054,False,True,False,True,False,True,False,False,True,False
18,0.3449967996586301,0.2857142857142857,0.3749999999999999,57.69,0.0878378378378378,0.0878378378378378,False,True,False,True,False,True,False,False,False,True
19,0.5476850864092169,0.3285714285714286,0.4864583333333331,64.15,0.2027027027027027,0.2027027027027027,False,True,False,True,False,True,False,False,True,False
20,0.4836782590142947,0.4857142857142857,0.0416666666666666,56.7,0.0675675675675675,0.0675675675675675,True,False,False,True,False,True,False,False,False,True
21,0.6436953275016001,0.2971428571428574,0.0185416666666667,62.21,0.1054054054054053,0.1054054054054053,True,False,False,True,False,True,False,False,False,True
22,0.3023255813953487,0.7142857142857144,0.7916666666666666,72.78,0.081081081081081,0.081081081081081,True,False,False,False,True,True,False,False,True,False
23,0.5796885001066778,0.4571428571428572,0.4374999999999999,62.74,0.1351351351351351,0.1351351351351351,True,False,False,True,False,True,False,False,False,True
24,0.5370172818433965,0.2742857142857141,0.1666666666666666,55.47,0.1621621621621621,0.1621621621621621,True,False,False,False,True,False,False,True,False,True
25,0.1529763174738638,0.2857142857142857,0.0770833333333334,56.86,0.054054054054054,0.054054054054054,True,False,False,False,True,True,False,False,False,True
26,0.3663324087902709,0.2285714285714286,0.8958333333333333,62.56,0.2851351351351351,0.2851351351351351,False,True,False,False,True,False,False,True,True,False
27,0.5583528909750372,0.6857142857142857,0.2083333333333333,66.72,0.1175675675675675,0.1175675675675675,True,False,False,True,False,True,False,False,True,False
28,0.7717089822914442,0.3428571428571429,0.9375,62.9,0.1351351351351351,0.1351351351351351,False,True,False,True,False,True,False,False,False,True
29,0.4730104544484744,0.7142857142857144,0.8125,69.7,0.0,0.0,True,False,False,True,False,True,False,False,True,False
30,0.1956475357371452,0.0285714285714285,0.5833333333333333,54.55,0.0054054054054054,0.0054054054054054,False,True,False,True,False,True,False,False,True,False
31,0.2383187540004266,0.3428571428571429,0.2916666666666666,62.46,0.0675675675675675,0.0675675675675675,False,True,False,True,False,True,False,False,True,False
32,0.4772775762748026,0.3542857142857145,0.3125,62.98,0.0,0.0,True,False,False,False,True,True,False,False,False,True
33,0.4090036270535523,0.4571428571428572,0.7708333333333333,71.04,0.3378378378378378,0.3378378378378378,False,True,False,False,True,False,False,True,False,True
34,0.1956475357371452,0.3714285714285715,0.4821018835616437,65.56,0.0216216216216215,0.0216216216216215,True,False,False,False,True,True,False,False,False,True
35,0.3364625560059737,0.2571428571428572,0.4374999999999999,52.71,0.0270270270270269,0.0270270270270269,False,True,False,False,True,True,False,False,False,True
36,0.4388734798378494,0.1542857142857143,0.3749999999999999,66.88,0.054054054054054,0.054054054054054,False,True,False,True,False,True,False,False,True,False
37,0.5370172818433965,0.5142857142857143,0.625,63.59,0.2162162162162161,0.2162162162162161,False,True,False,True,False,True,False,False,True,False
38,0.2383187540004266,0.3428571428571429,0.4999999999999999,57.99,0.0918918918918918,0.0918918918918918,False,True,False,False,True,True,False,False,True,False
39,0.3147002346917003,0.4602857142857143,0.1583333333333333,56.66,0.0878378378378378,0.0878378378378378,False,True,False,False,True,False,False,True,True,False
40,0.4090036270535523,0.4571428571428572,0.2083333333333333,57.24,0.081081081081081,0.081081081081081,False,True,False,False,True,True,False,False,True,False
41,0.4815446981011308,0.3111428571428572,0.2416666666666666,62.48,0.1351351351351351,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
42,0.2852570940900362,0.3257142857142859,0.1875,59.69,0.054054054054054,0.054054054054054,True,False,False,False,True,False,False,True,True,False
43,0.4730104544484744,0.5428571428571429,0.2291666666666666,58.78,0.054054054054054,0.054054054054054,False,True,False,True,False,True,False,False,True,False
44,0.4943460635801151,0.2857142857142857,0.3941666666666666,58.46,0.1013513513513513,0.1013513513513513,False,True,False,False,True,True,False,False,False,True
45,0.5903563046724982,0.3142857142857143,0.3897916666666665,60.99,0.1013513513513513,0.1013513513513513,False,True,False,True,False,True,False,False,True,False
46,0.4730104544484744,0.2857142857142857,0.4166666666666666,68.07,0.1013513513513513,0.1013513513513513,False,True,False,False,True,False,False,True,True,False
47,0.2169831448687859,0.1714285714285714,0.8125,65.45,0.2162162162162161,0.2162162162162161,False,True,False,False,True,False,False,True,True,False
48,0.4151909537017282,0.4285714285714286,0.9375,66.94,0.054054054054054,0.054054054054054,False,True,False,True,False,True,False,False,True,False
49,0.3449967996586301,0.6285714285714287,0.9479166666666666,68.53,0.054054054054054,0.054054054054054,False,True,False,False,True,True,False,False,True,False
50,0.7040751013441432,0.4491428571428572,0.75,59.75,0.0243243243243242,0.0243243243243242,False,True,False,True,False,True,False,False,True,False
51,0.2980584595690205,0.4057142857142858,0.7139583333333333,67.2,0.1837837837837837,0.1837837837837837,False,True,False,True,False,True,False,False,True,False
52,0.4175378707062087,0.4551428571428574,0.2291666666666666,64.27,0.0405405405405405,0.0405405405405405,True,False,True,False,False,True,False,False,True,False
53,0.6223597183699593,0.2571428571428572,0.3958333333333333,57.65,0.4054054054054054,0.4054054054054054,False,True,False,False,True,False,False,True,True,False
54,0.8549178579048432,0.2428571428571428,0.7508333333333335,59.42,0.0945945945945945,0.0945945945945945,False,True,False,False,True,False,False,True,True,False
55,0.2383187540004266,0.3714285714285715,0.3541666666666666,62.35,0.054054054054054,0.054054054054054,True,False,False,True,False,True,False,False,False,True
56,0.2596543631320673,0.3142857142857143,0.75,70.2,0.1351351351351351,0.1351351351351351,False,True,False,False,True,True,False,False,True,False
57,0.6010241092383186,0.3428571428571429,0.7083333333333333,66.69,0.1351351351351351,0.1351351351351351,False,True,False,False,True,False,False,True,True,False
58,0.2596543631320673,0.4,0.1041666666666666,62.0,0.1351351351351351,0.1351351351351351,False,True,False,False,True,False,False,True,True,False
59,0.8320887561339875,0.6057142857142859,0.5987499999999999,76.18,0.2702702702702703,0.2702702702702703,True,False,False,True,False,True,False,False,True,False
60,0.2596543631320673,0.2285714285714286,0.3541666666666666,57.03,0.0270270270270269,0.0270270270270269,False,True,False,True,False,True,False,False,True,False
61,0.2383187540004266,0.4857142857142857,0.1666666666666666,64.36,0.0135135135135134,0.0135135135135134,True,False,False,True,False,True,False,False,False,True
62,0.5156816727117558,0.3714285714285715,0.2499999999999999,62.36,0.0135135135135134,0.0135135135135134,True,False,False,False,True,False,False,True,False,True
63,0.8357158096863664,0.7428571428571429,0.875,68.03,0.1351351351351351,0.1351351351351351,True,False,False,True,False,True,False,False,True,False
64,0.3876680179219116,0.2857142857142857,0.4583333333333333,59.47,0.0405405405405405,0.0405405405405405,True,False,False,False,True,True,False,False,True,False
65,0.2383187540004266,0.2285714285714286,0.0808333333333334,54.97,0.081081081081081,0.081081081081081,False,True,False,True,False,True,False,False,True,False
66,0.5796885001066778,0.2571428571428572,0.947083333333333,62.16,0.2972972972972972,0.2972972972972972,False,True,False,True,False,True,False,False,True,False
67,0.4090036270535523,0.5714285714285715,0.3333333333333332,64.44,0.1351351351351351,0.1351351351351351,True,False,False,False,True,True,False,False,True,False
68,0.4730104544484744,0.2571428571428572,0.4166666666666666,57.31,0.0270270270270269,0.0270270270270269,True,False,False,True,False,True,False,False,True,False
69,0.4516748453168337,0.3428571428571429,0.5833333333333333,60.44,0.2432432432432432,0.2432432432432432,False,True,False,True,False,True,False,False,False,True
70,0.2169831448687859,0.3428571428571429,0.15625,61.31,0.1351351351351351,0.1351351351351351,True,False,False,True,False,True,False,False,True,False
71,0.5796885001066778,0.4857142857142857,0.7291666666666666,65.83,0.054054054054054,0.054054054054054,False,True,False,False,True,False,False,True,False,True
72,0.2596543631320673,0.2571428571428572,0.1041666666666666,58.23,0.2162162162162161,0.2162162162162161,False,True,False,False,True,True,False,False,False,True
73,0.8357158096863664,0.7714285714285715,0.625,73.52,0.0,0.0,False,True,False,True,False,True,False,False,False,True
74,0.6650309366332408,0.3714285714285715,0.7083333333333333,58.31,0.1351351351351351,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
